Region,id,Date,Chla,DO,E_cond,NH4,NO2,NO3,O_sat,PO4,Salinity,Secchi_depth,SiO4,T,TN,TP,pH,N_ratio,P_ratio
Friuli-Venezia-Giulia,ITA06SMTS2,2015-11-30,0.8726666666666666,162.118555645,47.60633333333334,0.416,0.177,2.035,85.846,0.039,37.541666666666664,5.6,2.206,16.828,9.887,0.12,8.202,0.26580358045918884,0.325
Friuli-Venezia-Giulia,ITA06SMTS2,2016-01-31,0.8766666666666666,248.86972666666668,42.70733333333334,0.808,1.259,2.246,93.07333333333334,0.123,38.116,3.5,7.295,11.557666666666668,4.507,0.273,8.2,0.9569558464610608,0.4505494505494505
Friuli-Venezia-Giulia,ITA06SMTS2,2016-05-31,0.21333333333333335,243.45273666666665,45.947,0.834,0.139,2.036,98.74133333333333,0.01,36.943333333333335,9.5,5.73,15.883333333333335,10.978,0.048,8.241999999999999,0.27409364182911283,0.20833333333333334
Friuli-Venezia-Giulia,ITA06SMTS2,2016-07-31,0.49,232.08743666666666,55.73533333333333,0.92,0.07,4.51,112.18233333333335,0.01,36.45933333333333,7.0,7.33,25.655,10.52,0.14,8.220666666666666,0.5228136882129277,0.07142857142857142
Friuli-Venezia-Giulia,ITA06SMTS2,2016-09-30,0.35133333333333333,232.11870666666664,55.06066666666667,0.26,0.07,3.65,110.17833333333333,0.01,36.961333333333336,9.8,4.48,24.418333333333333,9.24,0.06,8.210666666666667,0.43073593073593075,0.16666666666666669
Friuli-Venezia-Giulia,ITA06SMTS2,2016-11-30,1.8869999999999998,267.0687666666667,40.507,0.51,0.38,25.29,102.50433333333335,0.05,33.519666666666666,3.0,25.73,14.176,40.12,0.05,8.12,0.652542372881356,1.0
Friuli-Venezia-Giulia,ITA06SMTS2,2017-03-31,0.5313333333333333,315.2384333333334,39.894,1.059,0.19,3.839,112.13166666666666,0.104,37.419999999999995,9.0,1.66,9.456000000000001,15.732,0.138,8.256,0.32341723874904654,0.753623188405797
Friuli-Venezia-Giulia,ITA06SMTS2,2017-05-31,0.9430000000000001,260.42249666666663,43.60999999999999,0.962,0.316,5.801,103.25133333333333,0.068,35.48166666666667,9.5,6.797,15.172333333333333,17.243,0.104,8.287,0.4105434089195616,0.653846153846154
Friuli-Venezia-Giulia,ITA06SMTS2,2017-07-31,0.4573333333333333,216.94063666666668,53.11533333333333,0.578,0.07,2.79,104.325,0.025,34.19,9.5,3.808,26.115,14.819,0.104,8.350999999999999,0.2319994601525069,0.24038461538461542
Friuli-Venezia-Giulia,ITA06SMTS2,2017-09-30,0.824,214.82293333333334,52.068000000000005,0.686,0.07,2.644,96.486,0.093,37.42766666666666,,2.206,21.119333333333334,11.673,0.108,8.256333333333332,0.291270453182558,0.8611111111111112
Friuli-Venezia-Giulia,ITA06SMTS3,2015-11-30,0.9396666666666667,192.39798389999999,45.67166666666666,0.199,0.16,0.612,99.151,0.01,36.93366666666667,5.0,2.883,15.627,15.123,0.126,8.101666666666667,0.06420683726773789,0.07936507936507936
Friuli-Venezia-Giulia,ITA06SMTS3,2016-01-31,1.0833333333333333,268.55843,39.65033333333333,1.201,1.98,5.782,95.83666666666666,0.112,36.84766666666667,5.0,11.459,9.753666666666668,8.923,0.26,8.166666666666666,1.0044827972654937,0.43076923076923074
Friuli-Venezia-Giulia,ITA06SMTS3,2016-03-31,1.1073333333333333,290.98693000000003,40.812999999999995,1.189,0.251,1.05,105.73833333333333,0.034,37.36,10.0,8.327,10.431,22.125,0.043,8.207,0.11254237288135592,0.7906976744186047
Friuli-Venezia-Giulia,ITA06SMTS3,2016-05-31,0.37999999999999995,250.64066333333335,43.835,0.918,0.07,5.652,100.00066666666667,0.014,35.36833333333333,7.4,4.021,15.523000000000001,7.28,0.041,8.238,0.9120879120879122,0.3414634146341463
Friuli-Venezia-Giulia,ITA06SMTS3,2016-07-31,0.6386666666666666,219.89916666666667,55.620000000000005,0.92,0.08,5.49,106.53566666666666,0.01,36.195,6.5,9.18,25.881,13.51,0.12,8.200333333333333,0.4803849000740193,0.08333333333333334
Friuli-Venezia-Giulia,ITA06SMTS3,2016-09-30,0.20000000000000004,227.72259999999997,55.714333333333336,0.37,0.07,2.57,108.347,0.01,37.48866666666667,11.5,1.66,24.38033333333333,12.63,0.09,8.208666666666668,0.23832145684877273,0.11111111111111112
Friuli-Venezia-Giulia,ITA06SMTS3,2016-11-30,1.9536666666666669,263.3602266666667,40.818333333333335,2.68,0.46,57.63,101.54366666666665,0.09,33.64600000000001,3.0,51.21,14.359,69.55,0.23,8.144666666666666,0.8737598849748384,0.3913043478260869
Friuli-Venezia-Giulia,ITA06SMTS3,2017-01-31,1.1733333333333331,285.1219966666667,39.68333333333333,0.65,0.79,4.88,99.93333333333334,0.06,38.11333333333334,6.0,11.64,8.596666666666666,8.44,0.06,8.24,0.7488151658767773,1.0
Friuli-Venezia-Giulia,ITA06SMTS3,2017-03-31,0.24133333333333332,298.6124,40.52066666666666,1.903,0.276,4.174,107.12400000000001,0.093,37.78033333333334,10.5,1.66,9.736666666666666,20.517,0.125,8.220333333333334,0.3096456596968368,0.744
Friuli-Venezia-Giulia,ITA06SMTS3,2017-05-31,0.6726666666666666,257.73483333333337,44.083666666666666,1.249,0.101,4.582,103.11433333333333,0.095,35.50233333333333,9.8,6.228,15.620666666666667,23.988,0.71,8.303,0.24729031182257794,0.13380281690140847
Friuli-Venezia-Giulia,ITA06SMTS3,2017-07-31,0.4503333333333333,216.75313333333335,53.144,0.936,0.07,3.321,104.019,0.01,34.342999999999996,14.5,3.843,25.938333333333333,24.684,0.067,8.340666666666666,0.17529573812996277,0.14925373134328357
Friuli-Venezia-Giulia,ITA06SMTS3,2017-09-30,1.1253333333333333,212.53123333333335,52.12199999999999,0.789,0.07,3.443,95.63166666666666,0.148,37.36366666666667,,3.63,21.241666666666667,11.817,2.913,8.24,0.3640517897943641,0.05080672845863371
Friuli-Venezia-Giulia,ITA06SMTS3,2017-11-30,1.1609999999999998,253.65623333333335,42.97833333333333,2.099,0.397,23.122,98.08733333333333,0.024,36.11666666666667,,25.623,13.806666666666667,28.472,0.048,8.199333333333334,0.8997611688676593,0.5
Friuli-Venezia-Giulia,ITA06SMLG1,2016-01-31,1.24,280.2258233333334,35.32866666666666,0.758,0.594,4.067,95.33999999999999,0.036,36.57666666666667,3.0,5.374,8.064666666666668,15.183,0.132,8.25,0.3569123361654482,0.2727272727272727
Friuli-Venezia-Giulia,ITA06SMLG1,2016-03-31,0.241,278.05904000000004,40.833,0.225,0.124,5.556,101.48200000000001,0.01,37.095333333333336,6.0,5.196,10.710333333333333,10.956,0.059,8.224333333333334,0.5389740781307046,0.16949152542372883
Friuli-Venezia-Giulia,ITA06SMLG1,2016-05-31,0.37666666666666665,259.18287000000004,44.178333333333335,0.512,0.07,5.316,105.48966666666666,0.01,34.552,4.5,6.441,16.795,19.391,0.057,8.239666666666666,0.30416172451137125,0.17543859649122806
Friuli-Venezia-Giulia,ITA06SMLG1,2016-07-31,0.9269999999999999,230.08729666666667,51.57833333333334,0.62,0.18,8.69,108.72166666666665,0.03,33.72833333333333,3.0,21.0,25.231333333333335,30.6,0.12,8.217333333333334,0.3101307189542483,0.25
Friuli-Venezia-Giulia,ITA06SMLG1,2016-09-30,0.759,231.80613333333335,54.71266666666667,0.55,0.07,3.52,109.767,0.01,36.75533333333333,4.5,5.23,24.348333333333333,14.07,0.09,8.201,0.2942430703624734,0.11111111111111112
Friuli-Venezia-Giulia,ITA06SMLG1,2016-11-30,2.053,302.03973666666667,26.51733333333333,1.19,0.49,63.63,106.432,0.08,26.7975,1.5,,13.840333333333334,66.19,0.1,8.154666666666666,0.9867049403233118,0.7999999999999999
Friuli-Venezia-Giulia,ITA06SMLG1,2017-01-31,0.5466666666666667,307.6234,38.40333333333333,0.48,0.72,6.05,105.81666666666666,0.04,37.43,6.0,10.11,7.95,13.6,0.07,8.24,0.5330882352941176,0.5714285714285714
Friuli-Venezia-Giulia,ITA06SMLG1,2017-03-31,0.8029999999999999,299.36244,38.71233333333333,1.686,0.298,10.297,105.57600000000001,0.012,36.23166666666667,1.1,3.879,9.411666666666667,16.61,0.034,8.246333333333334,0.7393738711619507,0.3529411764705882
Friuli-Venezia-Giulia,ITA06SMLG1,2017-05-31,0.8276666666666667,251.00527,38.6,5.311,1.018,27.195,97.86833333333334,0.445,30.418666666666667,2.0,23.452,15.880666666666665,68.171,0.656,8.231,0.4917633597864194,0.6783536585365854
Friuli-Venezia-Giulia,ITA06SMLG1,2017-07-31,0.9086666666666666,217.59693666666666,50.54333333333333,1.379,0.07,4.583,102.43433333333333,0.06,32.93666666666667,3.0,5.445,25.27433333333333,18.94,0.101,8.380666666666668,0.3184794086589229,0.594059405940594
Friuli-Venezia-Giulia,ITA06SMLG1,2017-09-30,0.6623333333333333,228.09373333333335,47.800333333333334,1.789,0.099,11.516,100.14366666666666,0.432,34.15166666666667,,11.744,20.926666666666666,15.142,3.496,8.248666666666667,0.8852199181085723,0.12356979405034325
Friuli-Venezia-Giulia,ITA06SMLG1,2017-11-30,0.7479999999999999,266.125,42.748,2.025,0.236,7.045,101.229,0.027,37.00333333333333,,8.327,12.703333333333333,13.821,0.04,8.246,0.6733232038202736,0.6749999999999999
Friuli-Venezia-Giulia,ITA06SMLG2,2015-09-30,0.20633333333333334,166.38590702666667,52.68933333333333,0.772,0.02,1.505,97.60533333333335,0.032,36.591,10.5,4.342,22.670666666666666,10.061,0.057,8.262666666666666,0.22830732531557502,0.5614035087719298
Friuli-Venezia-Giulia,ITA06SMLG2,2015-11-30,0.5086666666666667,164.23999227833335,44.76933333333333,0.326,0.528,3.1,82.68033333333334,0.037,37.333333333333336,5.0,6.94,14.335,11.281,0.057,8.217666666666668,0.3505008421239252,0.6491228070175438
Friuli-Venezia-Giulia,ITA06SMLG2,2016-01-31,1.3099999999999998,278.7674366666667,36.03133333333333,1.007,0.596,3.784,97.42,0.035,38.18233333333333,3.0,5.409,9.054666666666668,13.893,0.131,8.246666666666668,0.3877492262290362,0.26717557251908397
Friuli-Venezia-Giulia,ITA06SMLG2,2016-03-31,0.20466666666666666,274.14216000000005,41.980333333333334,0.241,0.081,4.942,101.61366666666667,0.01,37.69866666666667,12.0,3.95,11.254,11.108,0.111,8.222666666666667,0.4738926899531869,0.09009009009009009
Friuli-Venezia-Giulia,ITA06SMLG2,2016-05-31,0.23666666666666666,250.43233,46.693000000000005,0.428,0.07,1.09,103.79166666666667,0.01,36.472,10.5,2.384,17.11466666666667,11.401,0.039,8.235999999999999,0.13928602754144373,0.25641025641025644
Friuli-Venezia-Giulia,ITA06SMLG2,2016-07-31,0.7403333333333334,240.8379666666667,54.07333333333333,1.23,0.08,5.41,115.166,0.04,35.47366666666667,5.2,11.53,25.350333333333335,16.54,0.12,8.225333333333333,0.40628778718258773,0.33333333333333337
Friuli-Venezia-Giulia,ITA06SMLG2,2016-09-30,0.5296666666666666,231.76447,54.88933333333333,0.965,0.07,3.0949999999999998,109.69633333333333,0.01,36.971666666666664,6.0,3.165,24.25,9.120000000000001,0.10500000000000001,8.199,0.4528508771929824,0.09523809523809523
Friuli-Venezia-Giulia,ITA06SMLG2,2017-01-31,0.6699999999999999,296.16435666666666,38.11666666666667,0.9,0.78,7.61,101.30666666666666,0.01,37.373333333333335,6.0,9.75,7.706666666666667,15.56,0.04,8.24,0.5970437017994857,0.25
Friuli-Venezia-Giulia,ITA06SMLG2,2017-03-31,0.38799999999999996,290.42437,40.73,1.791,0.153,4.448,104.30833333333334,0.022,38.01266666666667,4.0,1.993,9.724333333333334,8.393,0.048,8.231,0.7615870368163946,0.4583333333333333
Friuli-Venezia-Giulia,ITA06SMLG2,2017-05-31,0.512,247.13003333333333,43.70766666666666,0.561,0.431,6.258,98.145,0.11,35.49166666666667,3.8,6.797,15.255333333333333,15.283,0.153,8.247666666666667,0.4743833017077799,0.7189542483660131
Friuli-Venezia-Giulia,ITA06SMLG2,2017-07-31,0.3516666666666666,194.91844,53.17566666666667,1.207,0.07,3.406,92.77,0.024,34.87033333333333,9.5,2.954,25.273666666666667,15.92,0.061,8.306333333333333,0.2941582914572865,0.39344262295081966
Friuli-Venezia-Giulia,ITA06SMLG2,2017-11-30,0.596,243.00003333333333,47.00666666666667,0.823,0.609,4.326,98.37466666666667,0.084,38.44,,4.626,15.33,7.772,0.085,8.242,0.7408646423057127,0.9882352941176471
Friuli-Venezia-Giulia,ITA06SMLG3,2015-11-30,0.30033333333333334,170.28608668333334,45.83599999999999,0.076,0.131,1.387,87.38266666666668,0.019,37.43066666666667,8.5,6.192,15.260666666666665,10.368,0.085,8.194,0.1537422839506173,0.22352941176470587
Friuli-Venezia-Giulia,ITA06SMLG3,2016-01-31,0.8566666666666666,265.6416,38.23266666666667,0.996,0.469,0.762,98.52,0.055,,10.5,6.228,11.119333333333332,5.71,0.099,8.26,0.3900175131348511,0.5555555555555556
Friuli-Venezia-Giulia,ITA06SMLG3,2016-03-31,0.20000000000000004,271.1002733333333,43.026666666666664,0.311,0.22,4.083,102.19599999999998,0.048,38.02766666666667,12.0,4.875,11.952666666666666,9.218,0.066,8.226333333333333,0.5005424170101974,0.7272727272727273
Friuli-Venezia-Giulia,ITA06SMLG3,2016-05-31,0.20000000000000004,249.07806000000002,47.17666666666667,0.625,0.07,0.481,102.86166666666666,0.01,37.31466666666667,12.5,4.199,16.663,11.097,0.053,8.218,0.10597458772641254,0.18867924528301888
Friuli-Venezia-Giulia,ITA06SMLG3,2016-07-31,0.7343333333333334,254.66176333333337,54.909333333333336,0.94,0.07,4.64,123.19666666666666,0.02,35.569,5.5,8.47,26.015,11.69,0.09,8.231,0.48331907613344743,0.22222222222222224
Friuli-Venezia-Giulia,ITA06SMLG3,2016-09-30,0.207,234.0667,55.193999999999996,1.42,0.07,3.76,110.72699999999999,0.01,37.33133333333333,11.0,2.67,24.09566666666667,7.75,0.11,8.197,0.6774193548387096,0.09090909090909091
Friuli-Venezia-Giulia,ITA06SMLG3,2016-11-30,1.4556666666666667,218.23236999999997,47.17466666666667,0.32,0.91,5.56,89.64633333333335,0.01,37.657000000000004,8.0,10.82,16.297,12.15,0.14,8.154000000000002,0.5588477366255143,0.07142857142857142
Friuli-Venezia-Giulia,ITA06SMLG3,2017-01-31,0.4466666666666666,270.22523,41.59,0.48,0.44,4.46,98.61,0.01,38.22,9.0,6.3,10.366666666666665,8.51,0.02,8.24,0.6321974148061105,0.5
Friuli-Venezia-Giulia,ITA06SMLG3,2017-03-31,0.46466666666666673,289.7056,40.879,1.584,0.271,4.649,104.19033333333334,0.01,38.14633333333333,6.6,2.349,9.745,10.726,0.097,8.221,0.6063770277829573,0.10309278350515463
Friuli-Venezia-Giulia,ITA06SMLG3,2017-05-31,0.36533333333333334,247.92173666666667,44.71866666666667,0.325,0.07,2.312,98.62566666666667,0.221,36.673,5.0,2.313,14.978333333333333,11.37,0.576,8.237666666666668,0.23808267370272648,0.3836805555555556
Friuli-Venezia-Giulia,ITA06SMLG3,2017-07-31,0.20000000000000004,200.6063,53.788333333333334,0.598,0.07,2.946,95.62533333333333,0.01,35.39033333333333,18.5,2.064,25.18733333333333,11.385,0.027,8.297,0.31743522178304784,0.3703703703703704
Friuli-Venezia-Giulia,ITA06SMLG3,2017-09-30,0.3746666666666667,223.58333333333334,54.19166666666666,0.7986,0.07,2.1579,104.55833333333334,0.0871,37.040333333333336,,1.66,23.525666666666666,10.0799,0.3005,8.245,0.3002509945535174,0.2898502495840266
Friuli-Venezia-Giulia,ITA06SMLG3,2017-11-30,0.7026666666666667,233.71876666666665,47.68333333333334,1.642,0.776,4.759,95.89533333333334,0.042,38.37,,6.335,16.03,9.457,0.101,8.218666666666666,0.7589087448450882,0.4158415841584158
Veneto,50530,2016-01-31,0.5011111111111111,290.64316,37.37555555555556,1.0,1.54,3.24,99.22444444444444,0.16,36.38666666666667,2.5,6.66,7.875555555555555,5.78,0.68,8.163333333333334,1.0,0.23529411764705882
Veneto,50530,2016-04-30,0.43,256.6826966666667,44.75333333333333,1.6,0.16,5.46,103.17,0.16,35.913333333333334,8.0,0.67,15.836666666666666,11.47,0.19,8.203333333333333,0.6294681778552746,0.8421052631578947
Veneto,50530,2016-05-31,2.1625,255.0419875,44.70666666666667,2.26,0.44,9.29,106.79083333333334,0.16,33.377500000000005,4.0,3.79,18.743333333333336,29.05,0.47,8.264999999999999,0.41273666092943195,0.34042553191489366
Veneto,50530,2016-07-31,0.745,218.7636633333333,52.449999999999996,0.885,0.143,0.8,103.61500000000001,0.16,34.25,3.5,2.314,25.39,15.298,0.355,8.165000000000001,0.11949274414956204,0.4507042253521127
Veneto,50530,2016-09-30,1.3314285714285714,191.79771857142856,54.39,1.328,0.115,0.8,91.79714285714286,0.16,35.54,5.0,0.392,25.562857142857144,5.775,0.226,8.31,0.3883982683982684,0.7079646017699115
Veneto,50530,2016-11-30,1.22,242.0984433333333,44.82666666666666,1.273,0.605,0.8,96.50666666666666,0.16,36.57333333333333,2.0,7.299,15.19,11.722,0.258,8.15,0.22845930728544617,0.6201550387596899
Veneto,50530,2017-01-31,0.63,313.5612566666667,36.64666666666667,1.882,0.905,0.8066,103.13999999999999,0.1614,37.75666666666667,3.0,5.483,5.853333333333333,7.16,0.258,8.16,0.5018994413407821,0.6255813953488372
Veneto,50530,2017-03-31,0.65,275.43389666666667,39.39333333333334,1.27,0.31,1.67,98.69333333333333,0.16,36.21666666666667,5.0,1.17,10.12,3.74,0.16,8.22,0.8689839572192513,1.0
Veneto,50530,2017-05-31,0.73,221.4721966666667,44.51666666666667,3.098,0.179,1.035,92.36333333333334,0.16,33.14000000000001,6.5,4.201,18.793333333333333,13.671,0.194,8.11,0.31541218637992835,0.8247422680412371
Veneto,50530,2017-07-31,0.385,186.886655,55.510000000000005,1.385,0.219,0.8,91.13,0.16,35.459999999999994,8.0,2.243,26.705,5.861,0.775,8.06,0.41016891315475174,0.2064516129032258
Veneto,50530,2017-09-30,3.4619999999999997,171.03126666666665,50.09633333333333,0.721,0.276,0.8,76.893,0.16,35.009,,2.955,22.119,14.078,0.331,8.251,0.12764597243926695,0.4833836858006042
Veneto,50530,2017-11-30,2.9546666666666668,249.91666666666666,40.342000000000006,1.22,0.7,4.27,92.05966666666666,0.12,35.741,,7.44,11.566333333333333,16.2,0.45,8.401666666666666,0.38209876543209875,0.26666666666666666
Veneto,60530,2016-01-31,0.48777777777777775,285.7123411111111,38.23555555555556,0.55,1.2,2.66,99.02555555555556,0.16,36.69,3.0,6.37,8.471111111111112,4.8,0.26,8.35,0.9187500000000001,0.6153846153846154
Veneto,60530,2016-04-30,0.3842857142857143,252.91757571428573,45.405,1.6,0.25,3.3,101.77714285714286,0.16,36.68857142857143,13.0,1.33,15.62857142857143,11.39,0.19,8.245,0.4521510096575944,0.8421052631578947
Veneto,60530,2016-05-31,0.9422222222222223,240.84839666666664,44.76222222222222,1.94,0.39,13.64,100.24444444444445,0.16,33.78888888888889,4.0,4.61,18.293333333333333,23.99,0.29,8.235555555555557,0.665694039182993,0.5517241379310346
Veneto,60530,2016-07-31,0.28500000000000003,217.66985,54.99,1.052,0.11,0.8,103.025,0.16,36.875,6.5,2.029,24.46,16.034,0.161,8.1,0.12236497442933768,0.9937888198757764
Veneto,60530,2016-09-30,1.3,228.3736525,55.5475,0.83,0.115,0.8,109.98,0.16,36.2925,9.0,0.178,25.69,5.861,0.194,8.28,0.2977307626684866,0.8247422680412371
Veneto,60530,2016-11-30,0.884,236.13975599999998,46.288,1.107,0.468,0.8,95.62,0.16,37.394,2.0,5.234,15.73,6.839,0.226,8.15,0.3472729931276502,0.7079646017699115
Veneto,60530,2017-01-31,1.0266666666666666,298.14359,41.06666666666667,0.553,0.682,0.8066,105.96999999999998,0.1614,39.343333333333334,4.0,3.489,8.83,2.848,0.258,8.2,0.7168539325842697,0.6255813953488372
Veneto,60530,2017-05-31,0.6133333333333333,229.181,45.70666666666667,1.271,0.14,0.8,96.85000000000001,0.16,33.806666666666665,9.0,3.596,19.226666666666667,9.93,0.16,8.17,0.2226586102719033,1.0
Veneto,60530,2017-07-31,0.43,195.63721,54.995000000000005,0.942,0.135,0.8,94.71000000000001,0.16,35.41,10.0,1.709,26.295,8.709,0.904,8.08,0.2155241703984384,0.17699115044247787
Veneto,60530,2017-09-30,0.8786666666666667,200.06253333333333,53.07933333333333,0.55,0.1,0.8,92.005,0.16,36.756,,0.57,22.831999999999997,6.154,0.16,8.243333333333334,0.23561910952226198,1.0
Veneto,60530,2017-11-30,1.7249999999999999,237.14586666666665,44.46333333333334,0.55,0.78,0.8,92.069,0.12,37.910666666666664,,3.28,13.450999999999999,3.67,0.29,8.396333333333333,0.5803814713896458,0.41379310344827586
Veneto,70530,2016-01-31,0.44916666666666666,257.72444333333334,43.26499999999999,0.55,1.46,0.8,95.14416666666666,0.16,39.89272727272727,6.0,4.77,10.4175,2.69,0.23,8.291666666666666,1.0446096654275094,0.6956521739130435
Veneto,70530,2016-04-30,0.26,255.76601,46.588,1.0,0.18,2.13,103.248,0.16,38.016000000000005,13.0,2.31,15.37,7.4,0.21,8.27,0.4472972972972973,0.761904761904762
Veneto,70530,2016-05-31,0.35666666666666663,228.16009733333334,46.529333333333334,1.11,0.39,3.97,95.784,0.16,35.28933333333334,10.0,1.19,18.291999999999998,13.02,0.21,8.21642857142857,0.4201228878648233,0.761904761904762
Veneto,70530,2016-07-31,0.14,210.22147333333336,56.080000000000005,0.996,0.11,0.8,100.44,0.16,37.38666666666666,15.0,2.208,24.833333333333332,4.961,0.194,8.11,0.3841967345293288,0.8247422680412371
Veneto,70530,2016-09-30,0.605,215.1697,56.90833333333333,0.775,0.115,0.8,103.75999999999999,0.16,37.595,9.0,7.619,25.33,3.584,0.194,8.228333333333333,0.4715401785714286,0.8247422680412371
Veneto,70530,2016-11-30,1.5677777777777777,227.61839666666663,48.654444444444444,0.55,0.304,0.8,94.64222222222222,0.16,38.56333333333333,8.0,6.729,16.732222222222223,2.606,0.16,8.133333333333333,0.6346891788181122,1.0
Veneto,70530,2017-01-31,0.9866666666666667,295.33096,41.01,0.553,0.737,0.8066,105.17333333333333,0.1614,39.093333333333334,5.0,4.664,9.0,2.441,0.258,8.206666666666667,0.8589102826710365,0.6255813953488372
Veneto,70530,2017-05-31,0.56,236.47312666666667,46.156666666666666,0.992,0.156,0.8,99.81333333333333,0.16,34.14,9.5,2.635,19.223333333333333,7.974,0.161,8.283333333333333,0.24429395535490342,0.9937888198757764
Veneto,70530,2017-07-31,0.45499999999999996,191.418195,55.87,1.549,0.124,0.8,93.41,0.16,35.77,13.5,0.89,26.64,6.104,1.162,8.08,0.4051441677588467,0.1376936316695353
Veneto,70530,2017-09-30,1.0496666666666667,199.81246666666667,53.68333333333334,0.55,0.183,0.8,91.89633333333335,0.16,37.41133333333333,,0.534,22.617333333333335,3.091,0.282,8.224,0.4959560012940796,0.5673758865248227
Veneto,70530,2017-11-30,1.7080000000000002,226.29166666666666,46.10166666666667,0.55,1.19,0.8,90.24433333333333,0.12,38.22266666666667,,4.66,14.693,3.66,0.58,8.378,0.6939890710382514,0.20689655172413793
Veneto,50720,2016-01-31,0.7725,279.5878025,40.155,0.55,1.41,0.8,98.5125,0.16,38.54625,4.0,6.73,8.6625,3.42,0.19,8.184999999999999,0.8070175438596491,0.8421052631578947
Veneto,50720,2016-05-31,10.34,302.67515499999996,31.983333333333334,1.63,1.085,34.09,118.39166666666667,0.16999999999999998,23.263333333333332,2.0,21.525,18.336666666666666,57.46,1.12,8.463333333333333,0.6405325443786983,0.15178571428571425
Veneto,50720,2016-07-31,1.0675000000000001,219.3887,51.455,1.217,0.126,0.8,104.6875,0.16,32.86,3.5,3.062,26.3025,10.251,0.291,8.2,0.20905277533899136,0.5498281786941581
Veneto,50720,2016-09-30,1.3433333333333335,220.69089166666666,55.27,1.162,0.11,0.8,105.98333333333333,0.16,36.18333333333333,4.0,1.851,25.569999999999997,8.709,0.226,8.25,0.2379148007808015,0.7079646017699115
